l1,1,n02699494,ILSVRC2012_val_00030992.JPEG,0.636
l1,1,n02699494,ILSVRC2012_val_00002017.JPEG,0.689
l1,1,n02699494,ILSVRC2012_val_00019197.JPEG,0.693
l1,1,n02699494,ILSVRC2012_val_00011759.JPEG,0.653
l1,1,n02699494,ILSVRC2012_val_00011526.JPEG,0.739
l1,1,n02963159,ILSVRC2012_val_00034093.JPEG,0.445
l1,1,n02963159,ILSVRC2012_val_00029879.JPEG,0.662
l1,1,n02963159,ILSVRC2012_val_00022917.JPEG,0.476
l1,1,n02963159,ILSVRC2012_val_00014228.JPEG,0.797
l1,1,n02963159,ILSVRC2012_val_00000982.JPEG,0.659
l1,1,n02808440,ILSVRC2012_val_00005511.JPEG,0.732
l1,1,n02808440,ILSVRC2012_val_00033910.JPEG,0.715
l1,1,n02808440,ILSVRC2012_val_00049510.JPEG,0.637
l1,1,n02808440,ILSVRC2012_val_00019507.JPEG,0.686
l1,1,n02808440,ILSVRC2012_val_00030242.JPEG,0.584
l1,1,n03980874,ILSVRC2012_val_00009900.JPEG,0.381
l1,1,n03980874,ILSVRC2012_val_00017658.JPEG,0.485
l1,1,n03980874,ILSVRC2012_val_00047428.JPEG,0.678
l1,1,n03980874,ILSVRC2012_val_00045587.JPEG,0.690
l1,1,n03980874,ILSVRC2012_val_00006436.JPEG,0.662
l1,1,n02125311,ILSVRC2012_val_00028318.JPEG,0.787
l1,1,n02125311,ILSVRC2012_val_00012457.JPEG,0.745
l1,1,n02125311,ILSVRC2012_val_00042529.JPEG,0.652
l1,1,n02125311,ILSVRC2012_val_00007737.JPEG,0.749
l1,1,n02125311,ILSVRC2012_val_00003978.JPEG,0.719
l1,1,n03544143,ILSVRC2012_val_00043070.JPEG,0.629
l1,1,n03544143,ILSVRC2012_val_00003986.JPEG,0.485
l1,1,n03544143,ILSVRC2012_val_00033133.JPEG,0.573
l1,1,n03544143,ILSVRC2012_val_00023967.JPEG,0.701
l1,1,n03544143,ILSVRC2012_val_00032075.JPEG,0.565
l1,1,n04179913,ILSVRC2012_val_00034658.JPEG,0.666
l1,1,n04179913,ILSVRC2012_val_00005041.JPEG,0.671
l1,1,n04179913,ILSVRC2012_val_00009102.JPEG,0.695
l1,1,n04179913,ILSVRC2012_val_00004128.JPEG,0.607
l1,1,n04179913,ILSVRC2012_val_00037519.JPEG,0.801
l1,1,n01629819,ILSVRC2012_val_00039753.JPEG,0.675
l1,1,n01629819,ILSVRC2012_val_00029763.JPEG,0.747
l1,1,n01629819,ILSVRC2012_val_00046243.JPEG,0.713
l1,1,n01629819,ILSVRC2012_val_00046985.JPEG,0.800
l1,1,n01629819,ILSVRC2012_val_00001816.JPEG,0.728
l1,1,n02437312,ILSVRC2012_val_00020515.JPEG,0.748
l1,1,n02437312,ILSVRC2012_val_00003409.JPEG,0.739
l1,1,n02437312,ILSVRC2012_val_00046714.JPEG,0.736
l1,1,n02437312,ILSVRC2012_val_00029986.JPEG,0.748
l1,1,n02437312,ILSVRC2012_val_00013383.JPEG,0.735
l1,1,n04074963,ILSVRC2012_val_00025687.JPEG,0.729
l1,1,n04074963,ILSVRC2012_val_00006113.JPEG,0.664
l1,1,n04074963,ILSVRC2012_val_00002910.JPEG,0.685
l1,1,n04074963,ILSVRC2012_val_00031846.JPEG,0.677
l1,1,n04074963,ILSVRC2012_val_00048845.JPEG,0.658
l1,1,n02395406,ILSVRC2012_val_00014171.JPEG,0.644
l1,1,n02395406,ILSVRC2012_val_00012335.JPEG,0.649
l1,1,n02395406,ILSVRC2012_val_00017374.JPEG,0.795
l1,1,n02395406,ILSVRC2012_val_00032867.JPEG,0.720
l1,1,n02395406,ILSVRC2012_val_00024546.JPEG,0.675
l1,1,n04265275,ILSVRC2012_val_00034838.JPEG,0.686
l1,1,n04265275,ILSVRC2012_val_00004635.JPEG,0.650
l1,1,n04265275,ILSVRC2012_val_00028294.JPEG,0.719
l1,1,n04265275,ILSVRC2012_val_00015782.JPEG,0.665
l1,1,n04265275,ILSVRC2012_val_00041691.JPEG,0.706
l1,1,n02165456,ILSVRC2012_val_00006966.JPEG,0.747
l1,1,n02165456,ILSVRC2012_val_00011966.JPEG,0.682
l1,1,n02165456,ILSVRC2012_val_00029943.JPEG,0.836
l1,1,n02165456,ILSVRC2012_val_00016683.JPEG,0.772
l1,1,n02165456,ILSVRC2012_val_00036251.JPEG,0.664
l1,1,n03388043,ILSVRC2012_val_00023645.JPEG,0.707
l1,1,n03388043,ILSVRC2012_val_00030286.JPEG,0.613
l1,1,n03388043,ILSVRC2012_val_00016719.JPEG,0.670
l1,1,n03388043,ILSVRC2012_val_00023376.JPEG,0.770
l1,1,n03388043,ILSVRC2012_val_00016406.JPEG,0.737
l1,1,n04487081,ILSVRC2012_val_00011148.JPEG,0.659
l1,1,n04487081,ILSVRC2012_val_00000573.JPEG,0.662
l1,1,n04487081,ILSVRC2012_val_00022513.JPEG,0.620
l1,1,n04487081,ILSVRC2012_val_00007142.JPEG,0.687
l1,1,n04487081,ILSVRC2012_val_00008004.JPEG,0.680
l1,1,n01774384,ILSVRC2012_val_00008718.JPEG,0.734
l1,1,n01774384,ILSVRC2012_val_00041127.JPEG,0.618
l1,1,n01774384,ILSVRC2012_val_00025455.JPEG,0.663
l1,1,n01774384,ILSVRC2012_val_00025508.JPEG,0.758
l1,1,n01774384,ILSVRC2012_val_00006437.JPEG,0.656
l1,1,n02236044,ILSVRC2012_val_00011932.JPEG,0.779
l1,1,n02236044,ILSVRC2012_val_00035261.JPEG,0.773
l1,1,n02236044,ILSVRC2012_val_00016634.JPEG,0.678
l1,1,n02236044,ILSVRC2012_val_00021366.JPEG,0.769
l1,1,n02236044,ILSVRC2012_val_00023826.JPEG,0.625
l1,1,n04560804,ILSVRC2012_val_00000858.JPEG,0.631
l1,1,n04560804,ILSVRC2012_val_00048064.JPEG,0.758
l1,1,n04560804,ILSVRC2012_val_00049563.JPEG,0.691
l1,1,n04560804,ILSVRC2012_val_00010305.JPEG,0.736
l1,1,n04560804,ILSVRC2012_val_00013667.JPEG,0.657
